Teacher Name,Room Number,Grade,Group number,Names of students in this group (first and last),Art Workshops 1,Art Workshops 2,Art Workshops 3,Art Workshops 4,Science Workshop 1,Science Workshop 2,Science Workshop 3,Science Workshop 4,Presenter Kids
Charlotte,206,4/5,Group 4,"Victoria Davis, Nora Byrne, Evelyn Torres, Claire Williams, Josiah Berg, Lucy Nelson",A21 - SF Ballet (3-5),A10 - Stressed Out Balloons (K-5),A1 - Optical Illusions with Teacher Ben & Saya (3-5),A14 - Make a Whirligig (K-5),S29 - Tree Frog Treks (3-5),S25 - Potion Making (K-5),S22 - Wild Wacky Animal Names with The Screaming Hairy Armadillo (K-5),S20 - Exploring the Microscopic World (K-5),A10
Charlotte,206,4/5,Group 5,"Elizabeth Carter, Lucas Young, Abigail Klein, Bella Anderson, Mia Stern, Jonathan Campbell",A10 - Stressed Out Balloons (K-5),A14 - Make a Whirligig (K-5),A1 - Optical Illusions with Teacher Ben & Saya (3-5),A17 - The Playspace: Theater Games (3-5),S11 - Ice Cream Making (K-5),S14 - Magnetic Magic (3-5),S29 - Tree Frog Treks (3-5),S15 - Toy Car Launcher and String Telephone (K-5),S6
Charlotte,206,4/5,Group 6,"Ryan Young, Aiden Jackson, Paisley Huang, Chloe Kim, Joseph Eriksson, Hannah Green",A10 - Stressed Out Balloons (K-5),A5 - Chess Challenge! by Academic Chess (K-5),A17 - The Playspace: Theater Games (3-5),A1 - Optical Illusions with Teacher Ben & Saya (3-5),S11 - Ice Cream Making (K-5),S9 - Marble Run (3-5),S1 - Soda Geysers (K-5),S29 - Tree Frog Treks (3-5),
Gabriel,314,2,Group 1,"Ruby Taylor, Ava Mitchell, Wyatt Clark, Abigail Robinson",A8 - Karate with Zanshin Dojo Martial Arts (K-5),A10 - Stressed Out Balloons (K-5),A24 - Balloon-ology 101 (2-5),A22 - Percussion with Teacher Janie Hsiao (K-2),S4 - STEMful: Building a coral reef (K-2),S25 - Potion Making (K-5),S15 - Toy Car Launcher and String Telephone (K-5),S21 - Physics of Soccer by Beach Chalet Soccer (K-5),
Gabriel,314,2,Group 2,"Charlotte Shah, Julia Byrne, Lily Ramirez, Nicholas Thompson",A10 - Stressed Out Balloons (K-5),A25 - Dumpling Dreams with Joli and Rosella (K-2),A5 - Chess Challenge! by Academic Chess (K-5),A24 - Balloon-ology 101 (2-5),S11 - Ice Cream Making (K-5),S25 - Potion Making (K-5),S23 - Magnetic Slime (K-5),S24 - Glow Party! (K-3),S24
Gabriel,314,2,Group 3,"Isaac Young, Julia Thompson, Lucy O'Brien, Sofia Shah",A25 - Dumpling Dreams with Teachers Joli and Rosella (K-2),A24 - Balloon-ology 101 (2-5),A10 - Stressed Out Balloons (K-5),A3 - SFPL: Mini Bookmaking (K-5),S11 - Ice Cream Making (K-5),S1 - Soda Geysers (K-5),S23 - Magnetic Slime (K-5),S25 - Potion Making (K-5),S11
Gabriel,314,2,Group 4,"Henry Park, Aiden Nilsson, Adam Jones, Ruby Goldberg",A10 - Stressed Out Balloons (K-5),A25 - Dumpling Dreams with Joli and Rosella (K-2),A14 - Make a Whirligig (K-5),A7 - Fire Engine Explore (K-2),S1 - Soda Geysers (K-5),S23 - Magnetic Slime (K-5),S6 - Air Rockets (K-5),S21 - Physics of Soccer by Beach Chalet Soccer (K-5),A14
Gabriel,314,2,Group 5,"Henry King, Madison Jung, Emily Gupta, Thomas King",A14 - Make a Whirligig (K-5),A16 - The Playspace: Theater Games (K-2),A25 - Dumpling Dreams with Joli and Rosella (K-2),A24 - Balloon-ology 101 (2-5),S11 - Ice Cream Making (K-5),S23 - Magnetic Slime (K-5),S28 - Tree Frog Treks (K-2),S25 - Potion Making (K-5),
Luke,312,3,Group 3,"Oliver Torres, Avery Nilsson, Evelyn Anderson, Lily Anderson, Aiden Schwartz",A13 - Yoga to Calm your Mind (3-5),A4 - Rock Band Land's Big Guy Thunder (3-5),A25 - Dumpling Dreams with Joli and Rosella (K-2),A24 - Balloon-ology 101 (2-5),S5 - STEMful: Candy DNA Helix (3-5),S9 - Marble Run (3-5),S19 - Baking Soda Experiences: From Fizz to Flying (3-5),S20 - Exploring the Microscopic World (K-5),
Luke,312,3,Group 4,"Thomas Scott, Audrey Williams, Aaron O'Connor, Hannah Svensson, Lucy Gonzalez, Sebastian Rodriguez",A24 - Balloon-ology 101 (2-5),A3 - SFPL: Mini Bookmaking (K-5),A13 - Yoga to Calm your Mind (3-5),A14 - Make a Whirligig (K-5),S19 - Baking Soda Experiences: From Fizz to Flying (3-5),S29 - Tree Frog Treks (3-5),S15 - Toy Car Launcher and String Telephone (K-5),S11 - Ice Cream Making (K-5),
Lily,209,4/5,Group 5,"Nora Brown, Ryan Kelly, Jonathan Taylor, Ella Williams, Matthew Young",A10 - Stressed Out Balloons (K-5),A21 - SF Ballet (3-5),A8 - Karate with Zanshin Dojo Martial Arts (K-5),A13 - Yoga to Calm your Mind (3-5),S1 - Soda Geysers (K-5),S11 - Ice Cream Making (K-5),S29 - Tree Frog Treks (3-5),S23 - Magnetic Slime (K-5),
Lucas,110,K,Group 1,"Dylan Gupta, Chloe O'Neill, Matthew Klein, Naomi Taylor, Luna Sharma",A8 - Karate with Zanshin Dojo Martial Arts (K-5),A2 - Hip Hop with Dance Mission Theater (K-5),A6 - Physical Education by Push Academy (K-5),A22 - Percussion with Teacher Janie Hsiao (K-2),S11 - Ice Cream Making (K-5),S22 - Wild Wacky Animal Names with The Screaming Hairy Armadillo (K-5),S7 - States of Matter: Making Ice Cream (K-5),S24 - Glow Party! (K-3),
Lucas,110,K,Group 2,"Zoey Davis, Evelyn Hernandez, Jacob Taylor, Adam Williams, Benjamin Nelson",A10 - Stressed Out Balloons (K-5),A9 - SF Opera: Bearitone the Opera Bear (K-2),A25 - Dumpling Dreams with Joli and Rosella (K-2),A20 - SF Ballet (K-2),S7 - States of Matter: Making Ice Cream (K-5),S4 - STEMful: Building a Coral Reef (K-2),S12 - Eye-mazing Science: From Light to Sight and Optical Tricks (K-2),S28 - Tree Frog Treks (K-2),
Lucas,110,K,Group 3,"James Nguyen, Isaac Friedman, Skylar Baker, Harper Park, Madison Zhang",A22 - Percussion with Teacher Janie Hsiao (K-2),A20 - SF Ballet (K-2),A7 - Fire Engine Explore (K-2),A16 - The Playspace: Theater Games (K-2),S11 - Ice Cream Making (K-5),S8 - Marble Run (K-2),S24 - Glow Party! (K-3),S27 - Biodiversity by SF Environment (K-2),S11
Lucas,110,K,Group 4,"Connor Jones, Nicholas Carter, Ava Gupta, Adam Davis, Alice Kim, Victoria Lewis",A7 - Fire Engine Explore (K-2),A9 - SF Opera: Bearitone the Opera Bear (K-2),A11 - Peace Party! (K-2),A15 - Step into Garba: An Intro to Indian Folk Dance (K-5),S11 - Ice Cream Making (K-5),S28 - Tree Frog Treks (K-2),S25 - Potion Making (K-5),S15 - Toy Car Launcher and String Telephone (K-5),
Jack,1,K,Group 1,"Thomas Lee, Elijah Yang, Aiden Green, Madison Zhang",A16 - The Playspace (K-2),A9 - SF Opera: Bearitone the Opera Bear (K-2),A7 - Fire Engine Explore (K-2),A8 - Karate with Zanshin Dojo Martial Arts (K-5),S1 - Soda Geysers (K-5),S12 - Eye-mazing Science: From Light to Sight and Optical Tricks (K-2),S24 - Glow Party! (K-3),S15 - Toy Car Launcher and String Telephone (K-5),S22
Jack,1,K,Group 2,"Rose Rosen, Isabella Roberts, Naomi Clark, Aiden Gupta",A11 - Peace Party! (K-2),A14 - Make a Whirligig (K-5),A15 - Step into Garba: An Intro to Indian Folk Dance (K-5),A7 - Fire Engine Explore (K-2),S4 - STEMful: Building a coral reef (K-2),S18 - Baking Soda Experiences: From Fizz to Flying (K-2),S11 - Ice Cream Making (K-5),S25 - Potion Making (K-5),
Jack,1,K,Group 3,"Penelope Nguyen, Zoey Brown, Abigail Berg, Thomas Weiss",A16 - The Playspace (K-2),A7 - Fire Engine Explore (K-2),A9 - SF Opera: Bearitone the Opera Bear (K-2),A15 - Step into Garba: An Intro to Indian Folk Dance (K-5),S3 - Exploring the Microscopic with the Randall Museum (K-5),S7 - States of Matter: Making Ice Cream (K-5),S18 - Baking Soda Experiences: From Fizz to Flying (K-2),S21 - Physics of Soccer by Beach Chalet Soccer (K-5),
Jack,1,K,Group 4,"Violet Goldberg, Sophia Brown, Paisley Lee, Ariana Olsson, Anna Stern",A3 - SFPL: Mini Bookmaking (K-5),A9 - SF Opera: Bearitone the Opera Bear (K-2),A22 - Percussion with Teacher Janie Hsiao (K-2),A2 - Hip Hop with Dance Mission Theater (K-5),S8 - Marble Run (K-2),S11 - Ice Cream Making (K-5),S3 - Exploring the Microscopic with the Randall Museum (K-5),S22 - Wild Wacky Animal Names with The Screaming Hairy Armadillo (K-5),
Jack,1,K,Group 5,"Evelyn Anderson, Paisley Choi, Skylar Jones, Alexander Goldberg",A5 - Chess Challenge! by Academic Chess (K-5),A11 - Peace Party! (K-2),A14 - Make a Whirligig (K-5),A25 - Dumpling Dreams with Joli and Rosella (K-2),S28 - Tree Frog Treks (K-2),S7 - States of Matter: Making Ice Cream (K-5),S2 - Dolphin Project: All About Dolphins (K-5),S1 - Soda Geysers (K-5),
Benjamin,5,K,Group 1,"Clara Stern, Skylar Levy, Skylar Hall, Connor Walsh",A7 - Fire Engine Explore (K-2),A11 - Peace Party! (K-2),A16 - The Playspace: Theater Games (K-2),A22 - Percussion with Teacher Janie Hsiao (K-2),S18 - Baking Soda Experiences: From Fizz to Flying (K-2),S28 - Tree Frog Treks (K-2),S4 - STEMful: Building a coral reef (K-2),S15 - Toy Car Launcher and String Telephone (K-5),
Benjamin,5,K,Group 2,"Hannah Campbell, Layla Cohen, Clara Harris, Carter Gupta",A11 - Peace Party! (K-2),A7 - Fire Engine Explore (K-2),A22 - Percussion with Teacher Janie Hsiao (K-2),A25 - Dumpling Dreams with Joli and Rosella (K-2),S27 - Biodiversity by SF Environment (K-2),S12 - Eye-mazing Science: From Light to Sight and Optical Tricks (K-2),S28 - Tree Frog Treks (K-2),S22 - Wild Wacky Animal Names with The Screaming Hairy Armadillo (K-5),S18
Benjamin,5,K,Group 3,"Xavier Williams, Grace Byrne, Sebastian Davis, Daniel Sharma, Eleanor Hernandez",A7 - Fire Engine Explore (K-2),A11 - Peace Party! (K-2),A2 - Hip Hop with Dance Mission Theater (K-5),A22 - Percussion with Teacher Janie Hsiao (K-2),S28 - Tree Frog Treks (K-2),S18 - Baking Soda Experiences: From Fizz to Flying (K-2),S21 - Physics of Soccer by Beach Chalet Soccer (K-5),S1 - Soda Geysers (K-5),
Benjamin,5,K,Group 4,"Alice Hall, Scarlett Sullivan, Nora Young, Hazel Kumar",A11 - Peace Party! (K-2),A7 - Fire Engine Explore (K-2),A6 - Physical Education by Push Academy (K-5),A9 - SF Opera: Bearitone the Opera Bear (K-2),S12 - Eye-mazing Science: From Light to Sight and Optical Tricks (K-2),S18 - Baking Soda Experiences: From Fizz to Flying (K-2),S8 - Marble Run (K-2),S24 - Glow Party! (K-3),A15
Benjamin,5,K,Group 5,"Dominic Perez, Mia Goldberg, Aiden Liu, Benjamin Karlsson, Maya Robinson",A11 - Peace Party! (K-2),A7 - Fire Engine Explore (K-2),A15 - Step into Garba: An Intro to Indian Folk Dance (K-5),A9 - SF Opera: Bearitone the Opera Bear (K-2),S28 - Tree Frog Treks (K-2),S27 - Biodiversity by SF Environment (K-2),S3 - Exploring the Microscopic with the Randall Museum (K-5),S18 - Baking Soda Experiences: From Fizz to Flying (K-2),
Avery,310,3,Group 1,"Robert Moore, Anna Walker, Jonathan Martin, Chloe Jones, Thomas Hernandez",A3 - SFPL: Mini Bookmaking (K-5),A14 - Make a Whirligig (K-5),A17 - The Playspace: Theater Games (3-5),A24 - Balloon-ology 101 (2-5),S7 - States of Matter: Making Ice Cream (K-5),S13 - Eye-mazing Science: From Light to Sight and Optical Tricks (3-5),S28 - Tree Frog Treks (K-2),S25 - Potion Making (K-5),S13
Avery,310,3,Group 2,"Samuel Holm, Maya Walsh, Paisley Hernandez, Eleanor Green, Connor Rodriguez, Eva Robinson",A8 - Karate with Zanshin Dojo Martial Arts (K-5),A5 - Chess Challenge! by Academic Chess (K-5),A1 - Optical Illusions with Teacher Ben & Saya (3-5),A14 - Make a Whirligig (K-5),S1 - Soda Geysers (K-5),S5 - STEMful: Candy DNA Helix (3-5),S7 - States of Matter: Making Ice Cream (K-5),S11 - Ice Cream Making (K-5),
Avery,310,3,Group 3,"Daniel Jackson, Jackson Eriksson, Hannah Brown, Owen Weiss, Aaron Johnson",A1 - Optical Illusions with Teacher Ben & Saya (3-5),A10 - Stressed Out Balloons (K-5),A12 - Peace Party! (3-5),A14 - Make a Whirligig (K-5),S1 - Soda Geysers (K-5),S24 - Glow Party! (K-3),S11 - Ice Cream Making (K-5),S29 - Tree Frog Treks (3-5),
Avery,310,3,Group 4,"Evelyn Taylor, Lucy Johnson, Audrey Ryan, James Martin, Emilia Kim",A1 - Optical Illusions with Teacher Ben & Saya (3-5),A10 - Stressed Out Balloons (K-5),A17 - The Playspace: Theater Games (3-5),A24 - Balloon-ology 101 (2-5),S5 - STEMful: Candy DNA Helix (3-5),S10 - Water Rockets (3-5),S23 - Magnetic Slime (K-5),S3 - Exploring the Microscopic with the Randall Museum (K-5),
Olivia,203,5,Group 3,"Jackson Robinson, Bella Sanchez, Ruby Anderson, Elijah Cho, Michael Martin",A8 - Karate with Zanshin Dojo Martial Arts (K-5),A5 - Chess Challenge! by Academic Chess (K-5),A1 - Optical Illusions with Teacher Ben & Saya (3-5),A24 - Balloon-ology 101 (2-5),S23 - Magnetic Slime (K-5),S1 - Soda Geysers (K-5),S14 - Magnetic Magic (3-5),S11 - Ice Cream Making (K-5),S1
Olivia,203,5,Group 4,"Evelyn Goldberg, Wyatt Holm, Cameron Kumar, Lily Li, Naomi Park",A14 - Make a Whirligig (K-5),A24 - Balloon-ology 101 (2-5),A3 - SFPL: Mini Bookmaking (K-5),A10 - Stressed Out Balloons (K-5),S11 - Ice Cream Making (K-5),S23 - Magnetic Slime (K-5),S1 - Soda Geysers (K-5),S26 - DIY Tote Bags by SF Environment (3-5),A24
Olivia,203,5,Group 2,"Ella Ramirez, Robert Cohen, Anna Zhang, Isabella Sharma",A21 - SF Ballet (3-5),A2 - Hip Hop with Dance Mission Theater (K-5),A13 - Yoga to Calm your Mind (3-5),A14 - Make a Whirligig (K-5),S11 - Ice Cream Making (K-5),S5 - STEMful: Candy DNA Helix (3-5),S23 - Magnetic Slime (K-5),S1 - Soda Geysers (K-5),
Olivia,203,5,Group 1,"Rose Johnson, Paisley Johnson, Lucas Liu, Ethan Young, Harper Taylor",A24 - Balloon-ology 101 (2-5),A4 - Rock Band Land's Big Guy Thunder (3-5),A5 - Chess Challenge! by Academic Chess (K-5),A14 - Make a Whirligig (K-5),S29 - Tree Frog Treks (3-5),S10 - Water Rockets (3-5),S19 - Baking Soda Experiences: From Fizz to Flying (3-5),S2 - Dolphin Project: All About Dolphins (K-5),
Olivia,203,5,Group 5,"Josiah Rodriguez, Ruby Scott, Caleb Nelson, Charlotte Hill",A24 - Balloon-ology 101 (2-5),A8 - Karate with Zanshin Dojo Martial Arts (K-5),A5 - Chess Challenge! by Academic Chess (K-5),A10 - Stressed Out Balloons (K-5),S11 - Ice Cream Making (K-5),S10 - Water Rockets (3-5),S23 - Magnetic Slime (K-5),S1 - Soda Geysers (K-5),
Riley,3,K,Group 1,"Violet Walker, Penelope Lewis, Ava McCarthy, Nora Anderson",A2 - Hip Hop with Dance Mission Theater (K-5),A3 - SFPL: Mini Bookmaking (K-5),A7 - Fire Engine Explore (K-2),A6 - Physical Education by Push Academy (K-5),S1 - Soda Geysers (K-5),S2 - Dolphin Project: All About Dolphins (K-5),S3 - Exploring the Microscopic with the Randall Museum (K-5),S4 - STEMful: Building a coral reef (K-2),
Riley,3,K,Group 2,"Harper Olsson, Henry Gonzalez, Henry Holm, Robert Kumar, Luke Johnson",A3 - SFPL: Mini Bookmaking (K-5),A10 - Stressed Out Balloons (K-5),A11 - Peace Party! (K-2),A14 - Make a Whirligig (K-5),S6 - Air Rockets (K-5),S8 - Marble Run (K-2),S15 - Toy Car Launcher and String Telephone (K-5),S21 - Physics of Soccer by Beach Chalet Soccer (K-5),S11
Riley,3,K,Group 3,"Benjamin Huang, Clara Brown, Robert Zhang, Bella King, Bella Walker",A15 - Step into Garba: An Intro to Indian Folk Dance (K-5),A16 - The Playspace: Theater Games (K-2),A22 - Percussion with Teacher Janie Hsiao (K-2),A19 - Taiko (K-5),S28 - Tree Frog Treks (K-2),S27 - Biodiversity by SF Environment (K-2),S23 - Magnetic Slime (K-5),S24 - Glow Party! (K-3),
Riley,3,K,Group 4,"Scarlett Levy, Michael Sullivan, Carter Singh, Lucy Flores",A3 - SFPL: Mini Bookmaking (K-5),A10 - Stressed Out Balloons (K-5),A11 - Peace Party! (K-2),A19 - Taiko (K-5),S1 - Soda Geysers (K-5),S12 - Eye-mazing Science: From Light to Sight and Optical Tricks (K-2),S8 - Marble Run (K-2),S22 - Wild Wacky Animal Names with The Screaming Hairy Armadillo (K-5),
Oliver,212,3,Group 1,"Eleanor King, Ariana Nguyen, Henry Lee, Julia Sharma, Ariana Chen",A8 - Karate with Zanshin Dojo Martial Arts (K-5),A2 - Hip Hop with Dance Mission Theater (K-5),A4 - Rock Band Land's Big Guy Thunder (3-5),A25 - Dumpling Dreams with Joli and Rosella (K-2),S11 - Ice Cream Making (K-5),S25 - Potion Making (K-5),S29 - Tree Frog Treks (3-5),S23 - Magnetic Slime (K-5),
Oliver,202,3,Group 2,"Theodore Nguyen, Nathan Johnson, Oliver Carter, Jeremiah Smith, Hannah Green, Naomi Robinson",A8 - Karate with Zanshin Dojo Martial Arts (K-5),A4 - Rock Band Land's Big Guy Thunder (3-5),A14 - Make a Whirligig (K-5),A19 - Taiko (K-5),S11 - Ice Cream Making (K-5),S19 - Baking Soda Experiences: From Fizz to Flying (3-5),S5 - STEMful: Candy DNA Helix (3-5),S29 - Tree Frog Treks (3-5),
Oliver,202,3,Group 3,"Abigail Torres, Joseph Katz, Sofia Scott, Jeremiah Walsh, Abigail Chen",A2 - Hip Hop with Dance Mission Theater (K-5),A14 - Make a Whirligig (K-5),A25 - Dumpling Dreams with Joli and Rosella (K-2),A24 - Balloon-ology 101 (2-5),S29 - Tree Frog Treks (3-5),S7 - States of Matter: Making Ice Cream (K-5),S6 - Air Rockets (K-5),S5 - STEMful: Candy DNA Helix (3-5),
Oliver,202,3,Group 4,"Bella Schwartz, Lily White, Luke Roberts, Eli Adams, Joseph King",A1 - Optical Illusions with Teacher Ben & Saya (3-5),A6 - Physical Education by Push Academy (K-5),A24 - Balloon-ology 101 (2-5),A8 - Karate with Zanshin Dojo Martial Arts (K-5),S6 - Air Rockets (K-5),S7 - States of Matter: Making Ice Cream (K-5),S5 - STEMful: Candy DNA Helix (3-5),S23 - Magnetic Slime (K-5),
Riley,3,K,Group 5,"Carter Liu, Victoria Smith, Adam Lewis, Elijah Smith",A9 - SF Opera: Bearitone the Opera Bear (K-2),A16 - The Playspace: Theater Games (K-2),A25 - Dumpling Dreams with Joli and Rosella (K-2),A10 - Stressed Out Balloons (K-5),S24 - Glow Party! (K-3),S11 - Ice Cream Making (K-5),S4 - STEMful: Building a coral reef (K-2),S28 - Tree Frog Treks (K-2),
